text,stars,label,text_type,app,date,source
سيء جداا,1,negative,pure_arabic,Amazon AE,2026-01-26 07:23:13,google_play
مطلعين عيني علشان اعرف اطلب اي الصعوبه دي كلها,1,negative,pure_arabic,Amazon AE,2026-01-26 07:00:08,google_play
Beautiful experiment,5,positive,pure_english,Amazon AE,2026-01-26 04:48:44,google_play
جميل جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ جدآ اول مره اشوف تتبيق بهذ ا الجمال بيحمل بسرعه,5,positive,pure_arabic,Amazon AE,2026-01-26 01:22:42,google_play
اسوء تجربة مرة علي اسوء حتى من جولي شيك و علي اكسبرس و شذا شهر تقريبا و لا فيه اي تحديثات عن الطلب أخذوا الفلوس و بلطوا حتى اللي يبي يحط تقيم ما يقدر يعاني شايفين و مطنشين,1,negative,pure_arabic,Amazon AE,2026-01-25 23:51:27,google_play
لقد اشتريت حاجه وطلعت مكسوره,5,positive,pure_arabic,Amazon AE,2026-01-25 18:42:37,google_play
المنتجات كتير اوي بيجيلي الاورد غلط و غير مشابه مع المواصفات و المشكله لو دفعه كاش لا الفلوس بترجع خلال أيام و كمان علي محفظه امازون مش كاش زي ما دفعت,3,neutral,pure_arabic,Amazon AE,2026-01-25 18:28:19,google_play
رائع جدا وعروض جامده 😘💥,5,positive,pure_arabic,Amazon AE,2026-01-25 16:25:01,google_play
معمله جيده,5,positive,pure_arabic,Amazon AE,2026-01-25 15:21:13,google_play
"“In Dubai’s market, a 5-day delivery delay is unacceptable. Amazon seriously needs to fix its delivery service or stop pretending it’s premium.”",1,negative,pure_english,Amazon AE,2026-01-25 10:37:34,google_play
رائع وأسعار حلوه مره انصحكم به,5,positive,pure_arabic,Amazon AE,2026-01-25 05:47:04,google_play
احلى تطبيق,5,positive,pure_arabic,Amazon AE,2026-01-24 21:49:10,google_play
برنامج ممتاز وخدمة عملا محترمين جداا وبيقدروك كعميل...الصراحه تطبيق وخدمه ممتازه,5,positive,pure_arabic,Amazon AE,2026-01-24 20:52:30,google_play
تجاربى معاهم كويسه بس زهقونى انهارده طول اليوم مستنياهم عشان توصيل طلب تافه جدا بس كنت فى احتياج ايه أثناء النهار يعنى رغم انى طلبت مستعجل عشان يوصلنى الضهر أو العصر بالكتير ولحد الآن موصلش وطلبت معايا بقى اجى هنا اديهم نجمه من كتر غيظى,1,negative,pure_arabic,Amazon AE,2026-01-24 20:21:23,google_play
قمة الامتياز,5,positive,pure_arabic,Amazon AE,2026-01-24 17:45:24,google_play
اشتركت عضوية 3اشهر ومحد يرد اخذتو فلوسي,1,negative,pure_arabic,Amazon AE,2026-01-24 17:07:21,google_play
thank you Amazon USA,5,positive,pure_english,Amazon AE,2026-01-24 17:06:14,google_play
لغو طريقة الدفع عند الاستلام مع اني طالب طلب قبل كدا,1,negative,pure_arabic,Amazon AE,2026-01-24 14:47:56,google_play
لا توجد دولة الجزائر للاسف 💔🙂😢 لاكنه جميل ارججوا ان تضيفوا الجزائر وان توفروا لها شحن وتوصيل الله يخليكم 😢😢💔💔,2,negative,pure_arabic,Amazon AE,2026-01-24 12:35:54,google_play
غير جيد اسوء,1,negative,pure_arabic,Amazon AE,2026-01-24 11:30:46,google_play
ممتاز جداً جداً,5,positive,pure_arabic,Amazon AE,2026-01-24 11:23:37,google_play
اغلبيه المنتجات غير جيدة وخدمة الاسترجاع سيئة,1,negative,pure_arabic,Amazon AE,2026-01-24 08:00:43,google_play
انا نحبك ،📦📦📦,5,positive,pure_arabic,Amazon AE,2026-01-24 02:23:17,google_play
تطبيق رائع جداً,5,positive,pure_arabic,Amazon AE,2026-01-24 02:12:34,google_play
اسوأ تجربة وخصوصاً امازون مصر المندوب حرامي والتاجر نصاب وخدمة العملاء تقريباً هما اللي بيساعدوهم اللي حصل كالتالي طلبت ترابينو شحن معاه 2 بطارية ووصلة شاحن Type C وللأسف اللي جالي ترابينو بطارية واحدة فقط بدون حقيبة وباقي الإكسسوار. ولما عملت عملية ارجاع من يناير 2025 لحد النهاردة لم يتم الإرجاع وتواصلت مع خدمة العملاء لأكثر من مرة ويحطوني على قائمة الانتظار 4 اسابيع حتى انتهت مهلة الإرجاع وبعتولي رسالة انهم اغلقو عملية الإسترداد...ومن وقتها مردوش عليا...وحظرو استخدامي للدفع عن الإستلام,1,negative,code_switched,Amazon AE,2026-01-24 01:38:44,google_play
معظم بضاعة امازون ناقصة او معيبه و غالبا ما يتم ارجاعها و بعد ارجاعها يعودوا لتسويقها مره و لا يراجعون تقييمات العملاء لا انصح احد بالشراء منهم و لا يستحقون النجمه حتي,1,negative,pure_arabic,Amazon AE,2026-01-24 01:37:54,google_play
تطبيق جداً جداً ممتاز,5,positive,pure_arabic,Amazon AE,2026-01-24 00:30:34,google_play
حلو بس غالي شويه,5,positive,pure_arabic,Amazon AE,2026-01-23 20:37:50,google_play
جيد جدا وممتاز,5,positive,pure_arabic,Amazon AE,2026-01-23 20:32:19,google_play
أفضل تطبيق لشراء جميع الأشياء,5,positive,pure_arabic,Amazon AE,2026-01-23 12:20:51,google_play
لايوجد توصيل لجمهورية العراق انهُ سيئ😭🥺,1,negative,pure_arabic,Amazon AE,2026-01-23 09:51:06,google_play
تجربه ممتعه شكرا امازون,5,positive,pure_arabic,Amazon AE,2026-01-23 02:37:38,google_play
التطبيق مقاطعه، فوقوا,1,negative,pure_arabic,Amazon AE,2026-01-23 02:27:39,google_play
تطبيق سيء جدا المندوب قلة زوق ومفيش توصيل لكل مكان بيضحكو على العالم وييخلوك تدفع بالفيزا وصعب انك ترجع طلبك مرة تانية قلة زوق ونصب وضحك على العالم التطبيق غير موثوق ونصب وسرقة احذروا تدخلوا بياناتكم كذابين,1,negative,pure_arabic,Amazon AE,2026-01-23 01:51:41,google_play
بصراحه البرنامج مبقاش زى الاول فى المعاملات و مفيش صدق فى المعاملات و بقا يخلى العميل يبقا عنده انتظار فى المده كبيره و بعد كده بيلغى الطلب و لو عملت معامله كامل عباره عن طلبين يوصل طلب و متأخر و ممكن الطلب الثانى المهم يتلغى,1,negative,pure_arabic,Amazon AE,2026-01-22 22:46:15,google_play
لسه هجرب,1,negative,pure_arabic,Amazon AE,2026-01-22 20:34:56,google_play
موقع يتجه للأسوأ من يوم للتانى بسبب الاسترخاص في الموظفين وعدم وجود تدريب جيد وعدم وجود جزاءات قوية على التجار الغشاشين,3,neutral,pure_arabic,Amazon AE,2026-01-22 16:50:26,google_play
امازون دي شركه رائعه,5,positive,pure_arabic,Amazon AE,2026-01-22 15:15:38,google_play
يالطيف اسعار نار,1,negative,pure_arabic,Amazon AE,2026-01-22 12:43:54,google_play
"Utmärkt, tack till er personal.",5,positive,pure_english,Amazon AE,2026-01-22 01:06:51,google_play
طلبت كشاف والبطارية مفقوده وخدمه العملاء قلتلي هنتصل بتاجر وهيت ال بيك ومفيش اي حاجه حصلت حولت اتصل بيهم تلفونين الرسأل كلها مسجله شكرا معا العلم انو اول مرة اتعامل معا امازون ونا مش هتعمل معاهم تاني شكر,1,negative,pure_arabic,Amazon AE,2026-01-21 23:04:59,google_play
شركه نصابه,1,negative,pure_arabic,Amazon AE,2026-01-21 22:53:39,google_play
احلى معاملة وكلام صادق,5,positive,pure_arabic,Amazon AE,2026-01-21 22:38:29,google_play
اشكر مصمم امازون,5,positive,pure_arabic,Amazon AE,2026-01-21 18:03:24,google_play
سيئ جدا طلبات ناقصه والمناديب سيئين وكل واحد يرمي على الثاني الغلط لاانصح بالتعامل مع امازون في أسواق بدايل نون,1,negative,pure_arabic,Amazon AE,2026-01-21 14:06:11,google_play
NiCe ... 👌🏽 😉 🤟🏻,5,positive,pure_english,Amazon AE,2026-01-21 03:08:57,google_play
"Eigentlich war Amazon immer meine Lieblings-App, aber die aktuelle Erfahrung ist extrem frustrierend. Mein Konto wird ständig grundlos durch automatisierte Systeme gesperrt, obwohl ich alle offiziellen Rechnungen (z.B. von MediaMarkt und andere) vorlege. Es ist einfach nur noch nervig und zeitraubend, sich mit diesen unnötigen Fehlern herumzuschlagen. Früher war der Service top, heute ist es nur noch provokant. Ein Stern, bis das Problem dauerhaft gelöst wird! Ein von Amazon enttäuschter Kunde.""",1,negative,pure_english,Amazon AE,2026-01-21 01:51:56,google_play
برنامج كله شمامين وحراميه بجد مش بهزار بيجيبو مناديب شمامين وحراميه,1,negative,pure_arabic,Amazon AE,2026-01-21 00:44:13,google_play
🥰,5,positive,other,Amazon AE,2026-01-20 23:19:07,google_play
للأسف الشحن بطيء جدا ليجبرك بإشتراك برايم ( محرم لأنه ميسر ) أسوأ تطبيق تسوق على الإطلاق ! غير مرتبط بشركات الشحن لربط حالة الشحن بشكل فوري بطيء في كل شيء رفضت استلام الطلب لتأخره جدا وانتظرت مع متابعة مستمرة أكثر من شهر ونصف حتى عادت نقودي !!! معاناة متكاملة لا أنصح به إطلاقاً.,1,negative,pure_arabic,Amazon AE,2026-01-20 22:01:32,google_play
تطبيق يوصل لك اشياء ليست لك تطبيق يخبط لك اشياء لا انصحك دلوقتي,1,negative,pure_arabic,Amazon AE,2026-01-20 20:44:48,google_play
اسوء تطبيق طلبات وخدمه عملاء,1,negative,pure_arabic,Amazon AE,2026-01-20 18:32:35,google_play
هذا البرنامج رائع جداً 🤩🤗,5,positive,pure_arabic,Amazon AE,2026-01-20 17:15:13,google_play
سيئ طلبت جراب للهاتف ب 900 جنيه و جالي حاجه تانيه خالص و لما عملت استرجاع لم يعيدوا المبلغ,1,negative,pure_arabic,Amazon AE,2026-01-20 13:25:28,google_play
سئ جدا لاأنصح بالتعامل معهم والطلبات تجي ناقصه هذي اول مره واخر مره اطلب من عندهم مسح البرنامج ولن يتم التعامل معهم,1,negative,pure_arabic,Amazon AE,2026-01-20 13:00:08,google_play
(التطبيق يحتاج الى اعادة النظر ليصل الى قلوب المتسوقين) اسوة بتطبيقات اخرى من ناحية السهولة والبحث.. التطبيق يحتاج الى نشاط اكبر وسعت صدر لتقبل اراء وشكوى العملاء والحياد فى حل المشكله بين العميل والتاجر . الانحياز للتاجر يفقد امازون المصداقيه. تم الكتابه عام ٢٠٢٢ وحتى الان التطبيق كما هو بدون اى تطوير,1,negative,pure_arabic,Amazon AE,2026-01-20 12:57:53,google_play
ازبل شركه ممكن تتعامل معها في التاريخ بقى لهم ثلاث ايام بيحاولوا يوصلوا لي اولدر ودايما يقولوا لي العنوان مبهم ومش عارفين نوصل لك مع العلم هم وصلوا لي قبل كده كذا اولدر على نفس العنوان قولي لي باقصى حد في اليوم الثالث ان الالدر جاي الساعه 10:00 الصبح بكلمهم الساعه 10:00 الصبح بيقولوا الالدر ده ضاع من مندوب الشحن بعد ما خلوني استنى 3 ايام واعطل بكل برود بيقولوا المبلغ بتاع حضرتك هيترد تاني بعد اسبوع على اساس الغلطه من عندي مش من عنده مش بيحاولوا يعوضوني يقولوا لي هنجيب لك الالدر في اسرع وقت,1,negative,pure_arabic,Amazon AE,2026-01-20 12:41:20,google_play
🥰🥰😍,5,positive,other,Amazon AE,2026-01-20 08:49:00,google_play
تطبيق جميل لكن احنا حرفيا بحاجة لي الدفع عند الاستلام كان موجود ليش تم إلغائه,4,positive,pure_arabic,Amazon AE,2026-01-20 08:11:11,google_play
امازون مصر برنامج من سيء لأسوء,1,negative,pure_arabic,Amazon AE,2026-01-20 05:26:52,google_play
الاسعار عالية والجودة وحشة وطلبت كرسي بعد مادفعت الفلوس لغوا الاوردار من غير مايرجعولي,1,negative,pure_arabic,Amazon AE,2026-01-19 23:53:16,google_play
لماذا لايتوفر خاصية التسليم الفوري,1,negative,pure_arabic,Amazon AE,2026-01-19 19:44:07,google_play
"تجربة سيئة جداً وخامات رديئة التقييم: ⭐ (نجمة واحدة) المنتوج سيء للغاية ومختلف تماماً عن الصور الموجودة في الموقع. الخامات ضعيفة جداً وواضح إن جودتها رديئة. المشكلة الأكبر في إجراءات الاسترجاع، الموضوع أخد شهر كامل عشان المرتجع يخلص، وفي الآخر الفلوس رجعت في ""رصيد الحساب"" على أمازون مش كاش، يعني مجبر تشتري بيها تاني من الموقع. لا أنصح بالتعامل",1,negative,pure_arabic,Amazon AE,2026-01-19 18:23:13,google_play
خدمة عملاء سيئ,1,negative,pure_arabic,Amazon AE,2026-01-19 16:41:34,google_play
تطبيق سيئ ونتن,1,negative,pure_arabic,Amazon AE,2026-01-19 14:53:57,google_play
دايما التوصيل غير متاح والدفع عند الاستلام تطبيق غبي,1,negative,pure_arabic,Amazon AE,2026-01-19 14:13:56,google_play
هو تطبيق كويس والله بس في مشكلة ان اشحن بيجي في امكن بقول انو مش بيرحه مع ان نون بيجي,4,positive,pure_arabic,Amazon AE,2026-01-19 13:37:20,google_play
حلوووو,5,positive,pure_arabic,Amazon AE,2026-01-19 08:55:25,google_play
سئ جداً لا يوجد دفع عند الاستلام,1,negative,pure_arabic,Amazon AE,2026-01-19 07:00:45,google_play
خدمة عملاء صفر و بعض البضائع المستخدمه منتهية بسبب سوء التخزين او مخلفات المصانع و الشركات,1,negative,pure_arabic,Amazon AE,2026-01-19 03:49:05,google_play
ممتاز وسلس وسهل وأمن,5,positive,pure_arabic,Amazon AE,2026-01-18 18:43:22,google_play
رسوم الدفع عند الاستلام مش محبوبه,5,positive,pure_arabic,Amazon AE,2026-01-18 18:27:43,google_play
عيبه الاكبر شركات التوصيل حاجه في منتهي السوء و قله الأدب,4,positive,pure_arabic,Amazon AE,2026-01-18 17:46:32,google_play
اننا أريد تنزلي,5,positive,pure_arabic,Amazon AE,2026-01-18 11:10:15,google_play
تتبيق سئ جيداً,1,negative,pure_arabic,Amazon AE,2026-01-18 10:52:05,google_play
اوسخ شركه اتعاملت معها,1,negative,pure_arabic,Amazon AE,2026-01-18 10:22:26,google_play
التطبيق كان رائع لكن للأسف أصبح سيء عندما قمتوا بالغاء الدفع عند الاستلام .. يرجى تفعيل خاصية الدفع عند الاستلام لو سمحتوا,1,negative,pure_arabic,Amazon AE,2026-01-18 02:07:50,google_play
أحقر برنامج لتسويق والله العظيم من 11 يناير لحد 18 يناير محدش فيهم عايز يوصل ليا الاوردر كل يوم علي كده نصبوا عليا في فلوسي و عملت بلاغ فيهم,1,negative,pure_arabic,Amazon AE,2026-01-18 00:40:21,google_play
امازون احسن اخطيار,5,positive,pure_arabic,Amazon AE,2026-01-18 00:16:36,google_play
تاخير فى استرداد الأموال فعندما تشتري شيئا وتدفع من خلال بطاقة الهدايا ثم تلغى الطلب قبل أن تستلمه بيوم مثلا يتأخر المال كثيرا واحيانا لا يرجع,1,negative,pure_arabic,Amazon AE,2026-01-17 22:41:26,google_play
هذا التطبيق رائع جدا جدا جدا جدا و مضمون ويوجد جميع طرق الدفع و جميع الأشياء متوفرة و الكولتي بتاعت الحجات رائعه جدا جدا جدا جدا احلي تطبيق بجد,5,positive,pure_arabic,Amazon AE,2026-01-17 17:34:51,google_play
طالب الجوال قبل اسبوع يقولو يوصل الاربعاء موصلش يوم الاربعاء كلمت شركه الشحن ارمكس قالو مش بنوصل للمنطقه اللي انت فيها ممكن نوصل الجوال مستودع ارمكس قريب منك قولت ماشي قالو 3ايام وبيوصل المستودع قريب منك واليوم ال4 والجوال ما وصل اكلم خدمه رمكس تاني يقولو من 24 ساعه الي 48 ساعه بيوصل هيا دي طريقه تتعاملو بيها خلو في مصدقيه,1,negative,pure_arabic,Amazon AE,2026-01-17 12:00:09,google_play
جاري الحذف طلبت قاعده انبوبه جاني كرسي حمام وطلبت كات مومري جاني خله اسنان وهكذا شاحن تليفون وجراب موبايل جاني من غير محفظه غير مطابق تماما تشتري حاجه توصلك حاجه تانيه بس بصراحه افضل خدمه عملاء علي الاطلاق,1,negative,pure_arabic,Amazon AE,2026-01-17 08:34:40,google_play
تسوق,5,positive,pure_arabic,Amazon AE,2026-01-17 04:22:51,google_play
مفيش اي اهتمام للأمر ورفضو الدفع عند الاستلام مع اني كنت طالبه بمبلغ مش كبير وكل ما اكلم خدمه العملا يقولو هنحل المشكله او بليل هتتحل ومفيش اي اهتمام كل اللي فارق لخدمه العملاء التقيم فقط ومفيش اي حل للمشكله بتاعت العميل بصراحه برنامج نون طلع افضل خدمه وتطبيق,1,negative,pure_arabic,Amazon AE,2026-01-17 04:08:27,google_play
عندى مشكله كبيره من البلاك فرايدي وكل ما اتصل يقفلوا فى وشي السكه ومماطله فى تسليم الاوردر لانه كان بخصم حقيقي بعد كميه الاوردرات اللى عملتها معاكم مش هتعمل تانى ابدا,1,negative,pure_arabic,Amazon AE,2026-01-16 20:44:44,google_play
لا يو جد البلادي,1,negative,pure_arabic,Amazon AE,2026-01-16 19:36:30,google_play
لا يوجد دفع عند الستلام,1,negative,pure_arabic,Amazon AE,2026-01-16 18:32:57,google_play
نصب واحتيال,1,negative,pure_arabic,Amazon AE,2026-01-16 18:14:21,google_play
ما فيش حاجه بتجيلي والحاجات دي مكس بتجي,1,negative,pure_arabic,Amazon AE,2026-01-16 16:54:09,google_play
ممتاز جدا 🥰🌸,5,positive,pure_arabic,Amazon AE,2026-01-16 12:55:35,google_play
❣️♥❣️♥❣️ (｡◕‿◕｡) ♥❣️♥❣️♥❣️ كل ماتحتاجه,5,positive,pure_arabic,Amazon AE,2026-01-16 10:27:16,google_play
صراحه تطبيق يستحق اكتر من حقه وخدمه العملاء قمه قمه قمه قمه الذوق والادب والاحترام وبيحرصوا اشد الحرص على ان حقك يوصلك بجد بشكر الاداره على التجربه الجميله,5,positive,pure_arabic,Amazon AE,2026-01-16 04:05:19,google_play
بيزهقننى ليه بيطلب متي مسح تطبيقات مهمه,5,positive,pure_arabic,Amazon AE,2026-01-16 00:30:33,google_play
اسوء تطبيق يوصل الطلب لباب غلط ولا يتأكد مني ويروح وتروح علي الطلبيه الله لا يحلل لكم ولا يبيحكم,1,negative,pure_arabic,Amazon AE,2026-01-15 21:32:09,google_play
عايزة تخفيض,5,positive,pure_arabic,Amazon AE,2026-01-15 20:09:19,google_play
الله ينور,3,neutral,pure_arabic,Amazon AE,2026-01-15 18:57:47,google_play
ألاجهزه ممتازه,5,positive,pure_arabic,Amazon AE,2026-01-15 17:35:13,google_play
برنامج جميل ومصداقية عالية,4,positive,pure_arabic,Amazon AE,2026-01-15 15:48:22,google_play
المصداقية صفر عند خدمة العملاء كلام فقط الاسترجاع 5اشهر مطالبه لم يتم ارجاع المبلغ كامل,1,negative,pure_arabic,Amazon AE,2026-01-15 12:22:50,google_play
جميل بصراحه,5,positive,pure_arabic,Amazon AE,2026-01-15 12:06:00,google_play
جود,5,positive,pure_arabic,Amazon AE,2026-01-15 09:25:34,google_play
تجربتي في الامازون هي انه كان تطبيقا جيدا الان اصبح اكثر تعقيدا من حيث الشراء شراء او الدفع يعني معقول انت بتبيع رصيد الامازون بالهدايا ما يمكن تشتري بيه اصبح اكثر تعقيدا لذلك سامسح هذا التطبيق والان علي تجربه تطبيق تيمو,1,negative,pure_arabic,Amazon AE,2026-01-15 07:44:32,google_play
تجربة سيئه جدا تعب نفسي عندما تطلب حاجه وانت بحاجتها يمر الوقت الفعلي للاستلام وانت لا زلت تنتظر .. الى متى الى ان يرجعو فلوسك. واش اسوي بالفلوس وانا محتاج للغرض - للأسف حتى رساله اعتذار مافي,1,negative,pure_arabic,Amazon AE,2026-01-15 00:12:52,google_play
تجربه ممتاز,5,positive,pure_arabic,Amazon AE,2026-01-14 22:09:56,google_play
حلو جداا و الأسعار حلوه,5,positive,pure_arabic,Amazon AE,2026-01-14 20:47:52,google_play
عطيتكون نجمة بالرغم من أن آمازون محترم بالتعامل مع الزبون بس اغلب المنتجات يلي بتبعت مع dhl على عنواني مابتوصل لانو بكتبو في خطأ في العنوان مع انو عنواني صح وتم توصيل اكثر من منتج مع dhl إلى عنواني ، لكن حسب رغبتك السائق اذا عندو رغبة بوصلها ماعندو رغبة بيكتب خطأ بالعنوان,1,negative,code_switched,Amazon AE,2026-01-14 15:22:14,google_play
😀سعيد جدا بالتعامل مع امازون لسهولة التطبيق والتوصيل السريع وغايه في الدقه,5,positive,pure_arabic,Amazon AE,2026-01-14 14:18:25,google_play
اخطاء فادحه,1,negative,pure_arabic,Amazon AE,2026-01-14 12:09:55,google_play
لا أعرف لماذا يتم الغاء الشراء تلقائياً وهذا تكرر كثيراً في كل عملية شراء. أرجو الحل,1,negative,pure_arabic,Amazon AE,2026-01-14 10:24:58,google_play
شكراً من 💓,5,positive,pure_arabic,Amazon AE,2026-01-14 07:01:08,google_play
برنامج تحفهههههه,5,positive,pure_arabic,Amazon AE,2026-01-14 04:39:57,google_play
نمبر ون,5,positive,pure_arabic,Amazon AE,2026-01-14 00:10:26,google_play
مع امازون تشعر انك V. V. V. I P انصح الجميع بالاشتراك بعضويه برايم والتمتع بمزاياها,5,positive,pure_arabic,Amazon AE,2026-01-13 23:38:21,google_play
حراميه,1,negative,pure_arabic,Amazon AE,2026-01-13 14:54:58,google_play
شركه عالميه وممتازة,5,positive,pure_arabic,Amazon AE,2026-01-13 13:43:56,google_play
حلو والله العظيم ❤,5,positive,pure_arabic,Amazon AE,2026-01-13 08:19:42,google_play
خامات ممتازة و جودة التسوق و التوصيل,5,positive,pure_arabic,Amazon AE,2026-01-13 00:34:33,google_play
التطبيق رائع جداً وممتاز اتمنى لو كان هناك سلسلة تطبيقات امازون 🌷💤 ولكن عدم توفر بعض المنتجات يجعله تطبيقا رائع ولكن اتمنى توفر منتجات اكتر 🍙💯,5,positive,pure_arabic,Amazon AE,2026-01-12 20:39:35,google_play
وش هذا اطلب ع رقمي ويحطون رقم غيري؟ سلامات؟,1,negative,pure_arabic,Amazon AE,2026-01-12 16:30:14,google_play
برنامج جداً جداً,5,positive,pure_arabic,Amazon AE,2026-01-12 13:41:47,google_play
طالب باور سبلاي ما وصلني وكاتبين تم التوصيل سرقه عيني عينك ورب البيت,1,negative,pure_arabic,Amazon AE,2026-01-12 13:04:22,google_play
نصابين وحراميه,1,negative,pure_arabic,Amazon AE,2026-01-12 05:46:27,google_play
سيئ جدا جدا جدا لايوجد دفع عند الأستلام جمعت فلوس وبالنهاية كتبو لايوجد دفع عند الأستلام تطبيق سيئ لا انصح احد في ورغم من كلشي جميل ماعدا طرق الدفع حسبي الله ونعم الوكيل حتى النجمه خساره فيه اتمنى حل المشكله باسرع وقت ممكن,1,negative,pure_arabic,Amazon AE,2026-01-12 04:56:48,google_play
واو واو واو رائع لمجرد الكلام جدا رائع انصحك بتجربه,5,positive,pure_arabic,Amazon AE,2026-01-11 23:48:56,google_play
ليه اتلغي عندي الدفع عند الاستلام بصراحه شيى سيئ جدا وكلمت خدمة العملاء مفيش اي حل,1,negative,pure_arabic,Amazon AE,2026-01-11 21:00:19,google_play
انا دلوقتي اشتريت منهم تلفون عامل 12560 الف وي المبلغ اتخصم تمام وي كل ما اجي اخش علي الحساب مش بريده يفتح معايه بكلم خدمة العملاء مش بيرد ارجو التواصل في اسرع وقت,1,negative,pure_arabic,Amazon AE,2026-01-11 19:42:34,google_play
خدمة العملاء زمان كانت راقيه الآن 👎👎👎👎👎👎 بالنسبة لي ((الادارة المصرية)) تطفش العميل,1,negative,pure_arabic,Amazon AE,2026-01-11 19:29:20,google_play
شكرا بعد التحديث اصبح ممتاز,5,positive,pure_arabic,Amazon AE,2026-01-11 19:14:32,google_play
ممتاز **** ومصدقيه فى التعامل,5,positive,pure_arabic,Amazon AE,2026-01-11 18:59:26,google_play
خدمات العملاء وحشه جدا و التوصيل ولاد متناكه معرصين,1,negative,pure_arabic,Amazon AE,2026-01-11 18:06:49,google_play
سيئ جدا في التوصيل الحاجات بتيجي ناقصه وبتدفعي المبلغ كامل وخدمه العملاء سيئه مش بتحل حاجه,1,negative,pure_arabic,Amazon AE,2026-01-11 16:53:06,google_play
Worst customer service,1,negative,pure_english,Amazon AE,2026-01-11 15:46:44,google_play
السلام عليكم ورحمة الله وبركاته ممتاز هذا موقع,5,positive,pure_arabic,Amazon AE,2026-01-11 15:16:02,google_play
تم فيه اضافة البحث بالصوره افضل تحديث,5,positive,pure_arabic,Amazon AE,2026-01-11 15:05:16,google_play
برنامج ممتاز ورائع,5,positive,pure_arabic,Amazon AE,2026-01-10 19:42:12,google_play
الحين امازون عندهم طريقه جديده 😂لما تطلب طلبيه الدفع عند الإستلام...يعملولك حركات تأخير وكذا عشان تشترك في برايم😂..١٦ريال....لا شكرا,1,negative,pure_arabic,Amazon AE,2026-01-10 16:58:52,google_play
تطبيق حرامي غير جدير بالثقة عند الشراء عن طريق الشبكة يتعمد التأخير والتماطل والإهمال حتى عند التوصيل يعتمدون المناديب القاء المنتجات دون اخبار العميل، وعند الدفع عند الاستلام باتونك الموعد فكم من منتج تم تأخيره لمارب أخرى أو الغائه دون علمك وتعطيل انصح بعد التعامل مع هذا التطبيق في البداية يبدون جيدون ومع الوقت يكشرون عن أنيابه القذرة ساشهر فيهم لتعمدهم التعطيل والتعامل بأسلوب ملتوي قذر نصيحة ابتعدوا عنه والا الشراء الدفع عند الاستلام لضمان حقكم وعدم شياعه وحسبنا الله ونعم الوكيل و,1,negative,pure_arabic,Amazon AE,2026-01-10 16:08:10,google_play
العاملين في التطبيق مستوى سيء جدا مش فاهمين العميل عايز ايه,1,negative,pure_arabic,Amazon AE,2026-01-10 11:26:35,google_play
امازون للأسوأ,1,negative,pure_arabic,Amazon AE,2026-01-10 05:10:08,google_play
حطوا وسامسونج باي او قوقل باي اتمنى تحسون البحث لان الي يطلع لي اشياء مالها علاقه بالبحث,1,negative,pure_arabic,Amazon AE,2026-01-10 04:13:30,google_play
سريع جدا,4,positive,pure_arabic,Amazon AE,2026-01-10 02:36:53,google_play
مج روعه,5,positive,pure_arabic,Amazon AE,2026-01-09 21:22:25,google_play
خدمة التوصيل سيئة جدا جدا . عند عدم توفر شبكة اتصال يقوم عامل الدليفري بالغاء الطلب وارجاعه للشركة . حاجة تقرف,1,negative,pure_arabic,Amazon AE,2026-01-09 18:21:46,google_play
كلش حلو امازون,5,positive,pure_arabic,Amazon AE,2026-01-09 17:16:47,google_play
شركة محترمه جداً,5,positive,pure_arabic,Amazon AE,2026-01-09 17:02:52,google_play
حنتيغ,5,positive,pure_arabic,Amazon AE,2026-01-09 16:35:12,google_play
أصبح اسوء موقع تسوق اونلاين ومانصحش بالتعامل عليه نهائي عن تجربه ٤ مرات في أسبوعين اطلب الحاجات وادفع اونلاين والفلوس تتخصم والحاجات متوصلش ومش عارف اشتري دفع عند الاستلام والمبالغ اللي اتخصمت جزء رجع وجزء لا أصبح من اسوء التجارب في الفتره اللي فاتت مع اني مشترك برايم وبتعامل معاهم بقالي كتير أصبح الأسوء على الاطلاق,1,negative,pure_arabic,Amazon AE,2026-01-09 14:15:43,google_play
ممتز,5,positive,pure_arabic,Amazon AE,2026-01-09 14:07:09,google_play
شركه نصابه جبت منها حاجات اونلاين ودفعت مسبق ومستلمتش حاجه,1,negative,pure_arabic,Amazon AE,2026-01-08 23:27:12,google_play
اسوء تطبيق واجهت فيه نفس المشكله علي ٢ حساب عندما اشتري بمبالغ ضخمه يقومون بحظر حسابي والغاء الطلبات,1,negative,pure_arabic,Amazon AE,2026-01-08 22:35:46,google_play
برنامج مش كويس طلبات مونتاج وجه حاجه ثاني خالص طلبت ارجعه بقى له شهر ما رجعش. وبعدين اتواصلوا معايا ورجعوا لي الفلوس وطلبت منتج ثاني بنفس الفلوس والمنتج جه لحد البيت وشكرا شركه امازون. شكرا شركه محترمه,5,positive,pure_arabic,Amazon AE,2026-01-08 19:44:20,google_play
اسوء تطبيق شوفتو,1,negative,pure_arabic,Amazon AE,2026-01-08 17:46:38,google_play
معاملة امنه وخدمه العملاء محترمين... شكرا,5,positive,pure_arabic,Amazon AE,2026-01-08 15:38:40,google_play
